Var1	Var2	Var3
60.8376523835396	88.8689974334005	43.2768522212649
61.0933969728831	87.6696233905716	43.38803789421
60.2357919678497	88.3443519398975	42.9921543084279
60.3464870308847	87.3679619097823	44.8490759509477
59.9916590639478	88.2253120141843	43.0270766688576
60.1557996062653	86.7156866669406	43.6199260537318
60.3945388557354	87.8601489004691	44.113266688561
60.0304973465063	87.9472426295117	42.9797146315026
60.1022593945408	87.4801642778733	44.3866534121788
59.7415180395946	87.2128575645749	43.1379550877091
60.7925606262847	88.0584287990351	43.6794183816098
60.9422675785706	87.9762462853748	44.0076584042971
60.7558557988315	88.0801633840995	43.4777159403631
59.9687196099266	87.977497873775	43.5700712790463
60.6968404029274	87.0000455022924	43.5353345481505
60.4882839839062	87.189035285314	43.9910853976541
59.4580251710406	88.545423984726	44.4259534524832
60.0316580669461	87.7448349315383	43.8565193893718
60.0266094220373	88.1390247433909	44.0415914926446
61.3839399517934	88.1432678588192	42.8088055933589
60.1991468802229	88.3168423279862	43.5574516143283
59.9380242155686	87.9037288655531	43.5147466778874
59.1100018629318	88.126942148295	43.9082621655062
60.0504065215484	87.0272838092453	44.1272725289449
60.3359134973467	87.3424308706289	43.7177378792752
61.0781362963971	87.0071434226546	43.8839848210204
59.8380178003748	87.1751945281395	44.2458521892311
59.5212256646775	86.750595511494	43.3104559919686
60.7938587272122	88.1341502738746	43.2924412588636
60.8118247753791	85.5315293410823	43.1424623196295
60.1574096613006	87.7948987872631	43.7231735996441
60.5532323431076	87.6160109637987	43.5298769402154
60.7506456172988	87.3660512988779	43.0069218330422
60.9543441396161	88.1312114128285	43.3419875854847
60.4206712123422	87.36464103191	43.4703778225352
60.9958586729182	87.5836625074548	44.2846411340849
59.2394719986588	86.5284036438072	44.2350865311538
59.2981256709128	87.8382777252414	44.1997835626679
60.7598073661018	88.0690507140738	43.6651670861454
59.5324937085123	87.2620072244322	43.4835317183449
59.6843891064031	88.1703964850964	43.918566402019
60.5836204040896	87.7882292759432	43.3393386890116
59.593270066485	86.6693063536267	43.8319902769101
60.2956952233887	87.4302631154646	43.9088407165747
60.2272192755532	87.3805960307027	44.3724951089465
61.5215625477351	88.4814644682321	43.7587244062885
60.3020062685505	87.4762379791723	44.0412757894362
60.6447019615871	88.3459757022022	42.9666306862944
60.0351238431927	87.4452153075238	43.4737574160922
60.5079520061265	87.3480535401998	43.6865647226291
59.3739318121565	87.0640204944937	43.4698798149264
60.4314464421072	87.4732953186417	44.1053384116917
60.5755113483401	88.517573226261	43.6466859181112
60.5214491033947	87.3204037056526	43.4374982977099
60.9504105755936	87.7442112166204	44.2691025489741
60.0262250549752	87.6059681005092	44.2411439335467
60.956495502829	88.6341572466962	43.0356265859582
60.634617155255	87.9352391425789	44.806705388021
60.5254123992054	87.3235732133258	44.3342296858916
59.8373266515677	87.9088824716996	43.492628597427
60.5613182407907	87.9730973614249	43.8155134787142
59.9021998897174	87.2992595239486	43.5484375369214
59.9671007002669	88.3898445946471	44.8515486659408
60.0712730189909	87.1507964939869	44.0676412759289
60.2457686935018	87.5638201762142	43.4564829131223
60.9533246806214	87.5037651479143	43.6588903544014
60.2073201112361	88.4668896736954	44.2208568291276
60.0502431078023	88.0493272829261	43.6645744078373
60.4006464821683	88.2870648094334	43.8898414330201
60.169528629501	88.5286959975914	43.1306974399966
61.0945799019118	88.3061960999775	43.3167041939221
60.4350412001377	87.5160223482207	43.7994572045644
59.834826869667	87.4020538889897	43.7431631362381
59.727418618687	87.4835690093494	43.2750655786837
60.9671015970988	86.8787098780317	44.6350111447031
61.4332662004948	87.9989175391654	43.300103659732
60.4850571356005	87.8375503430132	43.9977246471896
60.3673089330969	87.3155443495475	43.6068238246994
60.5666605780986	87.8965530611711	43.0448137493402
60.8379555117109	87.3512376774316	44.1787708305443
60.0681944204152	87.7283632487839	42.8834582069328
60.5190699101016	88.7903522531396	43.543786856764
60.7780803566827	87.5062080400683	43.7096435993008
60.1947218435605	86.7931177468149	43.6781531711645
61.0551404240035	87.6368688607826	43.5992905709513
60.9947161218129	87.6281843105969	43.4577481860145
59.7889578304099	87.1477707016439	43.6577820722865
60.2610911476653	87.5785695747054	43.5044567562502
60.4120169591173	87.9269140074347	43.1974034704369
60.9286615220441	87.610950427279	44.5477039233276
60.501177407327	87.2504205743284	44.0057002314212
60.4053312701876	87.6351593737922	44.1906866505888
60.7474757226851	87.3975093862881	43.370285421923
60.4749564132932	88.2955173668221	43.2819713489217
60.7361017968674	88.5470889863833	44.0858063021711
60.3684398008268	88.0257887158947	43.2719887942696
59.9056182004341	88.6161767992034	43.5352979762373
60.5233164796433	87.4692807062789	43.815864794696
60.3024443766301	87.1625204274932	43.6628163848424
59.6735070616029	88.1593069793321	43.9833532331016
60.0770363082636	88.4116172222593	43.1466992358613
60.4571266271514	87.7596565552289	43.8493741903314
